Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
Mesa de Lemos,"Quinta de Lemos, Passos de Silgueiros, 3500-541, Portugal","Passos de Silgueiros, Portugal",€€€€,Creative,-7.98049,40.577633,3.51961E+11,https://guide.michelin.com/en/viseu-region/passos-de-silgueiros/restaurant/mesa-de-lemos,https://mesadelemos.com/,1 Star,1,"Air conditioning,Car park,Great view,Wheelchair access","This restaurant full of surprises is an architectural and gastronomic oasis that lights up the night sky in the tranquil Dão wine-producing region.Here, chef Diogo Rocha offers guests traditionally based creative cuisine on two tasting menus (some dishes are also available à la carte). He uses local ingredients as the cornerstone of his cooking (including from his own farm whenever possible), in so doing showing full respect to individual flavours and well-honed techniques. The delightful, reasonably spacious building is modern in design and completely glass-fronted and has a superb design that blends in perfectly with the adjoining vineyards and enhances the fine views. The wines used in the pairings here come, as you would expect, from the property’s own estate."
A Ver Tavira,"Calçada da Galeria 13, Tavira, 8800-306, Portugal","Tavira, Portugal",€€€€,Modern Cuisine,-7.651429,37.12565,3.51281E+11,https://guide.michelin.com/en/faro-region/tavira/restaurant/a-ver-tavira,https://avertavira.com/pt/,1 Star,0,"Air conditioning,Restaurant offering vegetarian menus,Terrace","Located close to Tavira’s old Moorish castle, this restaurant was created out of a heartfelt homage to the history of this town with its 37 churches. Over the years, however, it has also proved that the cuisine, ingredients and flavours on offer here are just as important as its history.The attentive married couple in charge, Cláudia Abrantes (sommelier and front-of-house) and her chef-husband Luís Brito, at the helm in the kitchen, are extremely committed to creating the perfect experience. The constant aim of the cuisine is to find a balance between vegetables and fish and seafood, presented on four enticing tasting menus: an “executive” menu only available at lunchtime, plus three others (Between Moments, The Journey of Flavour, and The Whole Trip) that include blue lobster, beef from the Trás-os Montes region etc. The restaurant also boasts two attractive terrace-esplanades overlooking the town – one on the same floor for menu-based dining, the other, upstairs, for appetisers."
100 Maneiras,"Rua do Teixeira 39, Lisbon, 1200-459, Portugal","Lisbon, Portugal",€€€€,Creative,-9.1449507,38.714841,3.51911E+11,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/100-maneiras,https://www.100maneiras.com/,1 Star,0,Air conditioning,"The culinary concept behind 100 Maneiras is one of absolute freedom – one that constantly takes risks and seeks to provoke a strong reaction and to leave a lasting mark with guests, often via ingredients referred to as ""from the future"" or that are little known (the larvae with onions was a dish that definitely came as a surprise!).Everything here revolves around chef Ljubomir Stanisic, a native of Sarajevo (Bosnia-Herzegovina), who arrived in Portugal in his late-teens following the war in his country, healing the wounds of his soul by devoting himself to cooking. His different tasting menus (A História, O Conto and Ecos do 100, the latter vegetarian), are based around innovative cuisine with a constant nod (both physical and emotional) to his origins, although influences from his adopted homeland and further afield are also evident. His more traditional starters and desserts also have an interesting twist given that he used to make these with his mother!"
EPUR,"Largo da Academia Nacional de Belas Artes 14, Lisbon, 1200-005, Portugal","Lisbon, Portugal",€€€€,Creative,-9.1398799,38.7087383,3.51213E+11,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/epur,https://www.epur.pt/,1 Star,0,Air conditioning,"A culinary enclave well worth considering in the historic Chiado district, which toys with Newton’s law of universal gravitation to create its own ""Gravitational Taste"" concept. Here, behind the robust façade of an old building, you’ll find an informal, more modern interior that includes an open-view kitchen and dining rooms lit in a contemporary, minimalist fashion. Enjoy superb views across the Tagus estuary to a backdrop of geometrically shaped ceilings and azulejo panels which are a silent testament to the past but which add appropriate character and personality.The creative cooking on display is highly visual yet at the same time elegant, pure and with a strong focus on vegetables. French chef Vincent Farges follows the thinking of Leonardo da Vinci in his defence of ""simplicity and maximum sophistication"", focusing on the essentials to elevate the dining experience via two tasting menus: Inspirações (8 courses) and Epurismo (10 courses)."
Vila Foz,"Avenida De Montevideu 236, Porto, 4150-516, Portugal","Porto, Portugal",€€€€,Contemporary,-8.6850196,41.1617684,3.51222E+11,https://guide.michelin.com/en/porto-region/porto/restaurant/vila-foz,https://www.vilafozhotel.pt/,1 Star,0,"Air conditioning,Car park,Counter dining,Restaurant offering vegetarian menus","A restaurant full of surprises, occupying what was once the luxurious main hall of the Vila Foz hotel &spa, a 19C mansion overlooking the Praia do Homem do Leme.Here, to a backdrop of elegant mouldings, period gilded work and mirrors that take their inspiration from the finest palaces, discover the gourmet cuisine of chef Arnaldo Azevedo, who showcases contemporary cuisine that extols the full flavour of wonderful Portuguese fish and seafood on his menus (Novo Mundo and Maresia). An unusual feature here is a counter (formerly the bar) facing the kitchen which offers a much more personal, close-up and intense option called the Kitchen Seat, reserved exclusively for just two guests and an experience that is heightened by interaction with the chef!"
Eleven,"Rua Marquês de Fronteira, Lisbon, 1070-051, Portugal","Lisbon, Portugal",€€€€,Creative,-9.1556702,38.7308206,3.51214E+11,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/eleven118394,https://www.restauranteleven.com/,1 Star,0,"Air conditioning,Car park,Great view,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access","An exclusive dining space, occupying a building with a minimalist designer feel in the upper section of the Amália Rodrigues gardens, with stunning views of the Eduardo VII park. Within this context, German chef Joachim Koerper, who has over five decades of experience behind him, conjures up Mediterranean-inspired cuisine with a meticulous and creative touch, based around locally sourced seasonal ingredients. His culinary focus is built around four menus: the “20 years of the Eleven restaurant”, featuring dishes that have marked his career in the different countries he has worked; a seasonal menu; a vegetarian option; and, lastly, the “Lavagante Azul”, which showcases the blue lobster after which it is named. À la carte options are also available. You can’t go wrong whatever you choose, especially with the chef’s signature dishes such as “My day in Singapore’s food market”, prepared with lacquered suckling pig, fried rice, mango and shrimp, or the cassoulet of white asparagus served with teardrop peas and caviar."
Al Sud,"Resort Clubhouse, Lagos, 8500-250, Portugal","Lagos, Portugal",€€€€,Creative,-8.6405204,37.1258637,3.51926E+11,https://guide.michelin.com/en/faro-region/pt-lagos/restaurant/al-sud,https://palmaresliving.com/,1 Star,0,"Air conditioning,Car park,Great view,Terrace,Wheelchair access","If you’re looking to escape from the stresses of daily life, you’ll find few better places than the elegant Club House at the Palmares Ocean Living & Golf resort, occupying a building that aims to blend into nature and boasts a superb covered terrace perfect for gazing out at the sunset while enjoying views of the bay.Here, chef Louis Anjos conjures up contemporary cuisine with a creative touch, yet free of eccentricity, that takes as its point of reference ingredients from the Algarve and its coastline, with special attention given to fish and seafood that he sources daily from the auction in Sagres, as well as the best local meat. His cooking is based around a single, well-balanced tasting menu entitled ""A Discovery"", featuring ten courses that encapsulate the surrounding area and its ingredients (prawns, turbot, snapper, Iberian pork, Alentejo lamb etc), and a clear desire to create identifiable flavours. The chef enjoys heading out of the kitchen to greet his guests in person."
Fifty Seconds,"Cais das Naus, Lisbon, 1990-173, Portugal","Lisbon, Portugal",€€€€,"Creative, Mediterranean Cuisine",-9.0911606,38.7747556,3.51212E+11,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/fifty-seconds,https://www.fiftysecondsexperience.com/,1 Star,0,"Air conditioning,Great view,Interesting wine list","If you’ve never eaten lunch or dinner 120m above ground, you might want to enjoy the experience in this unique dining space in the famous Vasco da Gama tower that dominates Lisbon’s skyline, with its impressive views of the city, the Tagus, and even the magical Troia peninsula (access is via a panoramic lift that takes exactly 50 seconds to reach the top, hence the name of the restaurant). At the helm is Rui Silvestre, a chef with an extensive career working in renowned restaurants and famous for being the youngest chef in Portugal to hold a coveted Michelin star. His cooking is showcased on a single menu entitled “Fauna and Flora” (10, 12 or 14 courses) that is full of surprises thanks to its incomparable flavours and use of local ingredients, as well as spices and citrus notes that result in superb combinations. A good example is his octopus dish, featuring a delicate dash of massala, subtle shavings of beetroot, and a refreshing touch of lemon."
G Pousada,"Estrada de Turismo, Bragança, 5300-271, Portugal","Bragança, Portugal",€€€€,Regional Cuisine,-6.7541046,41.8026186,3.51273E+11,https://guide.michelin.com/en/braganca-region/braganca/restaurant/g-pousada,http://www.gpousada.com/,1 Star,0,"Air conditioning,Car park,Great view,Interesting wine list,Terrace","If you’re unfamiliar with the modern cooking of the Trás-os-Montes region, exalted by renowned Portuguese writer Miguel Torga in his book The Marvellous Kingdom, you won’t want to miss this restaurant – a fine example of honest cuisine, passion and a continued desire to improve.The G in its names is a reference to the surname Gonçalves, and the two brothers (Óscar and António) who run this eatery with its classic decor and spectacular views of the local fortress. Chestnuts, wild mushrooms, aromatic herbs, variations on the traditional Portuguese sausage (alheira), and a small cheese trolley take centre stage here, while local products are showcased on various menus with themes dedicated to the famous artists of Porto’s Fine Arts School. A tasting of Trás-os-Montes’ olive oils comes as an added surprise."
Midori,"Estrada da Lagoa Azul, Sintra, 2714-511, Portugal","Sintra, Portugal",€€€€,"Japanese, Creative",-9.3962995,38.7616883,3.51219E+11,https://guide.michelin.com/en/lisboa-region/sintra/restaurant/midori,https://www.midoripenhalonga.com/en/,1 Star,0,"Air conditioning,Car park,Notable sake list,Wheelchair access","The best Japanese restaurant in Portugal, where the connection with the Land of the Rising Sun is evident in the name (Midori means ""green"", in clear reference to the delightfully verdant surroundings of the Penha Longa hotel. Decorative features here include an open kitchen, walls embellished with vinyl, an attractive mural designed by a Portuguese artist, as well as large picture windows enabling the surrounding greenery to form part of the restaurant experience. The cuisine of talented chef Pedro Almeida, supported every day by the young resident chef Tiago Santo, showcases Portuguese cuisine with a Japanese soul which incorporates techniques from Japan and applies them to the best local ingredients. Two tasting menus, Kiri and Yama, are on offer, featuring bold dishes such as cod misoshiro, squid sashimi with a cured ham dashi, and Iberian pork sukiyaki with bell pepper. You can also choose between a huge array of sakes (served cold, at room temperature, or warm, depending on your preference)."
Vista,"Avenida Tomás Cabreira, Portimao, 8500-802, Portugal","Portimao, Portugal",€€€€,Modern Cuisine,-8.53579,37.125793,3.51282E+11,https://guide.michelin.com/en/faro-region/portimo/restaurant/vista365067,https://www.vistarestaurante.com/,1 Star,0,"Air conditioning,Car park,Great view,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Valet parking,Wheelchair access","When we talk of unique restaurants, we refer to places such as Vista! This restaurant occupies a delightful early 20C palace situated on a promontory in the middle of the Praia da Rocha, hence the authentic picture-postcard views of the immense Atlantic.With an emphasis on sustainability, chef João Oliveira creates meat dishes as part of a culinary repertoire that champions local ingredients, including olive oil. The experience here begins with appetisers in the kitchen before heading into the elegant dining room to choose between two menus: Vista (exclusively based around locally caught fish and seafood) and Terra (vegetarian). To help explain the provenance of ingredients (fish from Sagre, squid from Portimão, Carabineiro red prawns from Vila Real de Santo António, sea salt from Castro Marim, etc), three ceramic pieces are placed on your table that highlight the different areas of the Algarve."
Herdade do Esporão,"Herdade do Esporão, Reguengos de Monsaraz, 7200-999, Portugal","Reguengos de Monsaraz, Portugal",€€€,Contemporary,-7.55312,38.38073,3.51267E+11,https://guide.michelin.com/en/evora-region/reguengos-de-monsaraz/restaurant/esporao,https://www.esporao.com/pt-pt/enoturismo/enoturismo-herdade-do-esporao/restaurante-herdade-do-esporao/,1 Star,1,"Air conditioning,Car park,Terrace,Wheelchair access","Thanks to top-quality local ingredients, well-defined textures and harmonious flavours, everything is so delicious here that you’ll want to try every dish! This restaurant, situated on a large farm-wine estate surrounded by vineyards, olive groves and even a reservoir, boasts a modern look with hints of Scandinavian design. It is also self-sufficient in vegetables as it has its own market garden that provides most of its mainly organic ingredients. Chef Carlos Teixeira’s constant focus on sustainability results in modern cooking that is based around seasonal ingredients both from the farm estate and the Alentejo. His dishes (textures of corn, “perca alentejana” (pork and clams) with potatoes, local lamb with rice and a vegetable salad, etc) are presented on a tasting menu (Carta Branca) on which you can choose between five or seven courses, both available with a wine pairing option which is chosen by most guests. Wine tourism activities are also available, including a visit of the cellar."
Loco,"Rua dos Navegantes 53 B, Lisbon, 1200-731, Portugal","Lisbon, Portugal",€€€€,Modern Cuisine,-9.1605213,38.7123702,3.51214E+11,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/loco,https://www.loco.pt/,1 Star,0,Air conditioning,"In this restaurant, located just a few steps from the 18C Baroque Basílica da Estrela, they are keen to highlight their connection with micro-seasonal ingredients to maximise the flavour of each one and to meet their zero-waste criteria. Loco is full of surprises as soon as you step through the door, starting with the tree hanging from the ceiling of the entrance hall – a sensation that is enhanced by its extensive designer features and a completely open-view kitchen. Head chef Alexandre Silva’s culinary philosophy is fully focused on a single surprise tasting menu comprising 16 “moments” or courses, which takes its inspiration from Portuguese tradition, while at the same time constantly evolving and changing from a contemporary viewpoint.We recommend you take a close look at the drinks menu which, as well as featuring superb organic wines from small-scale producers, also includes a range of craft beers, herbal liqueurs and fermented natural juices, most of which are made in-house."
William,"Estrada Monumental 139, Funchal, 9000-098, Portugal","Funchal, Portugal",€€€€,Contemporary,-16.92367,32.64069,3.51292E+11,https://guide.michelin.com/en/ilha-da-madeira/funchal/restaurant/william216831,https://www.belmond.com/hotels/europe/portugal/madeira/belmond-reids-palace/,1 Star,0,"Air conditioning,Car park,Garden or park,Great view,Restaurant offering vegetarian menus,Wheelchair access","If you’re looking for an exclusive dining space on the delightful island of Madeira, this could be the perfect option! Part of the luxurious Belmond Reid's Palace, this restaurant boasts one of the most dazzling views of the Funchal coast. The name is in tribute to the legendary William Reid, the Scottish visionary who built the hotel over a century ago. Here, chef José Diogo Costa, who returned to his native island after working in several renowned restaurants, offers cuisine that is presented on three tasting menus (one of which is vegetarian) that showcase local ingredients which he combines perfectly with modern techniques in a classic and elegant setting. Dishes such as prawn, buttermilk and fennel, and the “catch from our coast” with a creamy Hollandaise sauce and finished with thin slivers of chayote, reveal the talent of this young chef. Don’t miss the fresh, fruit-inspired desserts featuring textures and flavours that will live long in the memory."
Kanazawa,"Rua Damião De Góis 3 A, Lisbon, 1400-291, Portugal","Lisbon, Portugal",€€€,Japanese,-9.2256498,38.6979595,3.51213E+11,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/kanazawa,http://www.kanazawa.com.pt,1 Star,0,"Air conditioning,Counter dining,Restaurant offering vegetarian menus","Named after the chef who opened this restaurant and also the capital of the Ishikawa region, Kanazawa offers a glimpse into a different culinary world.Its traditional Kaiseki cuisine, which became recognised as one of the most refined in Japan after it had been served by the imperial court and featured in traditional tea ceremonies, will delight guests in this tiny, minimalist-style eatery with just a single counter for eight diners, where chef Paulo Morais creates his superb cuisine, explaining each dish in detail. He offers several menus which adhere to the Kaiseki philosophy, albeit with a more liberal approach, but always respecting its true essence, with his dishes taking on a more elaborate and gastronomic feel in the evening. The quality of his fish and nigiris is truly spectacular!"
Desarma,"Rua das Maravilhas 74, Funchal, 9000-177, Portugal","Funchal, Portugal",€€€€,Contemporary,-16.9194868,32.648641,3.51292E+11,https://guide.michelin.com/en/ilha-da-madeira/funchal/restaurant/desarma,https://www.desarma.pt/,1 Star,0,"Air conditioning,Car park,Counter dining,Great view","Chef Octávio Freitas has shown that it is possible to turn your dreams into reality here on the terrace of The Views Baía hotel, where the dining experience is matched by truly superb views, particularly from the sofas on the patio and once night starts to fall.In this attractive space, featuring an impressive open kitchen and an original interior design that is inspired by a banana plant, the cuisine has a strong local DNA showcased via typical “petiscos” from the island prepared with a contemporary touch. These are complemented by a whole host of accompaniments that, wherever possible, are prepared in-house (cured and matured fish, bread made with local flour, cheese, butter, maritime-inspired “enchidos”). These are highlighted on two tasting menus (“Armed with Senses” and “The Chef’s Battle”) which are sub-divided into different “moments”: Encounter, Offensive, Attack and Surrender. Desarma’s wine cellar houses one of the world’s best selections of Madeira wines."
Eden Rose,"30 rue du Moulin, Kayl, 3660, Luxembourg","Kayl, Luxembourg",€€€,"Seasonal Cuisine, Modern Cuisine",6.0417021,49.483834,35226560035,https://guide.michelin.com/en/luxembourg/kayl/restaurant/eden-rose,https://www.edenrose.lu/,1 Star,0,"Garden or park,Terrace","A meal at Eden Rose can be likened to an encounter with an elegant, stylish lady. The Corten steel structure in the heart of Kayl Park is steeped in romanticism and character. Unsurprisingly, pink dominates the colour scheme, underscored by slick service and exquisite tableware (some of which are family heirlooms), all of which is in keeping with the restaurant’s vibe. The experience is further enhanced by an open-plan kitchen, where Caroline and Valérian conjure up their magic.Subtle elegance also depicts the couple’s culinary ethos and their food demonstrates an equal attention to detail and to artistic plating. Familiar flavours are highlighted in suave creations that mingle intensity with fresh acidity, illustrated by confit of kumquats and sweet and sour pearl onions which perfectly set off a semi-cooked foie gras with duck jus, while bergamot adds interesting nuances to a confit of lobster tail in beurre blanc. Classical in spirit, the cuisine is resolutely modern in execution and as much a treat for the eye as for the palate. Finally, the wine list is also worthy of mention, particularly as it features vintages from the family estate (Caveau Saint Maximin)!"
Les Pieds dans le Plat,"rue du Centre 3, Marenne, 6990, Belgium","Marenne, Belgium",€€€,"Classic Cuisine, Modern Cuisine",5.4106369,50.2397614,3284321792,https://guide.michelin.com/en/be-luxembourg/marenne/restaurant/les-pieds-dans-le-plat,https://www.lespiedsdansleplat.be/,1 Star,0,"Car park,Terrace","A romantic restaurant, flanked by an engaging patio, where you will sample wholehearted traditional fare and the deft flyaway touch of a seasoned chef. Charismatic Jean-Michel Dienst conjures up vividly expressed dishes steeped in Gallic tradition. He avows a weakness for premium produce such as Anjou pigeon and Challans duck, whose generous flavours he nurtures and enhances."
Bar Bulot,"Loppemsestraat 52, Zedelgem, 8210, Belgium","Zedelgem, Belgium",€€€,"Classic Cuisine, Belgian",3.1488513,51.14832,3250702762,https://guide.michelin.com/en/west-vlaanderen/zedelgem/restaurant/bar-bulot,https://barbulot.be/,1 Star,0,"Air conditioning,Car park,Garden or park,Terrace,Wheelchair access","Bar Bulot is redefining the concept of luxury brasserie and is now housed in a handsome farmstead that was home to the star restaurant Hertog Jan for many years. The view of the garden is magnificent, while the interior is a masterclass in elegance. A high-flying restaurant, whose chef rolls out a stripped back version of gastronomic classics, underscoring their intensity by original touches. Under the auspices of owner Gert De Mangeleer, the chef has forged a name for himself as the maestro of contemporary Franco-Belgian cuisine, with dishes ranging from breaded calf’s brain and eels in sorrel to a premium cut of beef served rare, blue, yet hot – a rare feat! Finely chopped shallots in a bordelaise sauce set off the meat’s full-bodied flavours, further flanked by a cognac sauce. Fried sauerkraut, foie gras and French fries add subtlety to bavette steak and shallots. Satisfying flavours of stunning simplicity that bring a smile of unadulterated pleasure to the lips of diners. The Bar Bulot has clearly mastered the art of irresistibility!"
Nebo,"Panamarenkoplein 5, Antwerpen, 2000, Belgium","Antwerpen, Belgium",€€€€,"Contemporary, Modern French",4.3829209,51.2051513,3232724500,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/nebo-1197020,https://www.restaurantnebo.be,1 Star,0,"Air conditioning,Interesting wine list,Terrace,Wheelchair access","Nebo, which means ‘sky’ in Croatian, is a discreet tribute to the 1-star Michelin restaurant of Dimitri de Koninck’s father, La Luna. In his own swish establishment in the hip Nieuw Zuid district, youthful Dimitri, demonstrates that he learned the ropes with the best. He enjoys pampering his guests with an entirely à la carte menu, flanked by enticing suggestions. Huge wine cabinets bear witness to the passion for oenology of Michelle, a master sommelier. Connoisseurs of first-class ingredients, such as Anjou pigeon and wild seabass, will be in culinary heaven. The chef faithfully upholds classical culinary traditions, which he pairs with a host of details and unconventional side dishes. Examples include langoustine a la plancha, subtly lacquered in yuzu kosho and flanked with delicately sweet finely-diced mango and jalapeno and then rounded off with a miso-flavoured cream of carrot. De Koninck surgically, generously and lovingly crafts each dish using premium produce. Everything is prepared from scratch and last minute in a bid to offer the diner a genuine global dining experience."
La Table de Manon,"rue de Givet 79, Grandhan, 6940, Belgium","Grandhan, Belgium",€€,French Contemporary,5.42186,50.32419,3286211026,https://guide.michelin.com/en/be-luxembourg/grandhan/restaurant/la-table-de-manon,https://www.latabledemanon.com/fr/,1 Star,0,"Air conditioning,Car park,Terrace","Manon Schenck, who is nothing if not spunky, has decided to focus mainly on fish and seafood, with a weakness for lobster, in a region that is renowned for its game! Her cuisine is strongly influenced by Alsace, her place of birth, by Brittany, where she worked for a long time and by her new country of adoption, the Belgian Ardennes. Heart-warming food and service in a tasteful contemporary interior. Heaven for foodies!Manon has grown in confidence and daring, particularly thanks to her close ties with Brittany fishermen who supply her with top-quality, fresh produce. Consummate technique, gutsy sauces and fresh tangy flavours paired with exotic ingredients set the scene for this culinary pageant. Her lobster variations are a must, as is the fish of the day. For example, she might pair flavoursome pollock with the fresh, almost bitter taste of artichoke and a sauce made with fish bones, black garlic and a few pieces of ham to add a full-bodied kick. She is not averse to mixing surf and turf ingredients, thus subtly jazzing up her recipes, while lobster and fish from the Belgian Ardennes are also on the menu."
Chai Gourmand,"rue Chainisse 53, Beuzet, 5030, Belgium","Beuzet, Belgium",€€€,Modern Cuisine,4.7456131,50.5296583,3281600988,https://guide.michelin.com/en/namur/beuzet/restaurant/chai-gourmand,https://www.chaigourmand.be/,1 Star,0,"Car park,Terrace","You can’t miss the Chai Gourmand (think ‘winery for foodies’), housed in a truly spectacular concrete, wood and glass architectural behemoth. Lush green countryside soothingly frames and underscores the warm, welcoming minimalist interior dotted with Scandinavian accents. A gifted cook, chef Pierre Massin unveils his know-how whilst managing to steer clear of fussy complexity and yet enable the modern appetising score to showcase his carefully controlled creative streak. He leaves his signature with just a few side dishes, for example, slow-baked whiting is coated in melt-in-the-mouth breadcrumbs and flanked by knockout smoked eel and vegetables that add a subtle refreshing note and a ponzu-flavoured eel jus for a final kick. Food that strikes just the right balance between distinctive flavour and freshness. Even better, the dishes of the set menu are also available on the à la carte menu. In terms of beverages, you won’t go wrong if you trust the sommelier for his inspired food-wine pairing suggestions."
Le Grand Verre,"Place aux Foires 26, Durbuy, 6940, Belgium","Durbuy, Belgium",€€€€,"Modern French, International",5.4557638,50.3520328,3286213262,https://guide.michelin.com/en/be-luxembourg/durbuy/restaurant/le-grand-verre,https://www.legrandverre.be/,1 Star,0,"Interesting wine list,Terrace","Dadaist art by Marcel Duchamp and Jacques Charlier sets the distinctive arty scene in this colourful restaurant, further enhanced by a genuine warm welcome and a wealth of luxury details. Make a beeline for the patio in fine weather to make the most of the historic village of Durbuy. Rather than surrealist, the food embodies the essence of a MICHELIN one-star establishment: taste!Renowned chef Wout Bru lets his ingenious creations and deftly crafted dishes speak for themselves, zooming in on outstanding produce, which he flanks with unexpected combinations that ooze with Mediterranean charm. Langoustine, cooked to perfection, is paired with a sweet potato purée, belly of pork, subtle hints of passion fruit and an exquisite lemongrass-flavoured beurre blanc. Each surprise is underscored by familiar flavours, such as a gutsy Harlequin sauce served with saddle of hare. Intelligent wine pairing suggestions further heighten the diner’s pleasure, as do the superb cheese platter and sweet titbits served with coffee. Every detail is puzzled and pondered over endlessly at Le Grand Verre."
Le Vieux Château,"rue du Docteur Degrave 23, Flobecq, 7880, Belgium","Flobecq, Belgium",€€€,Modern Cuisine,3.7337919,50.7374064,32496753679,https://guide.michelin.com/en/hainaut/flobecq/restaurant/le-vieux-chateau,https://www.levieuxchateau.be/,1 Star,0,"Car park,Garden or park,Interesting wine list,Restaurant offering vegetarian menus,Terrace","You will be conquered by Le Vieux Château and its drop-dead surroundings before you have even taken a seat. Once over the moat bridge and past the huge oak door, it is impossible not to fall in love with the interior which intelligently and tastefully marries authentic period details such as timber ceilings with a light, contemporary vibe, without forgetting the glazed extension that enjoys unfettered views over the garden and countryside. Once you are comfortably seated, you can bask in the attentive service and infinite creativity of Tanguy De Turck.This chef refuses to limit himself to a single style and joyfully leaps from generous street food or lobster that is jazzed up with a modern grapefruit jelly that adds a fresh bitterness to classically grilled brill on a plancha or a vegetarian menu that reveals his passion for vegetables. Chef De Turck deploys a head-spinning array of techniques to translate his ideas into dishes, resulting in delicate, insightful creations that fascinate, such as fillets of seabass marinated in dashi and paired with a mussels’ jus, a punchy twist of lemon and smoked mussels for depth and character. This precise, generous and unorthodox chef has found the perfect partner in the sommelier whose intuitive wine pairing tips further exalt his cuisine."
Neon,"Barbara-Vettersplein 4, Lier, 2500, Belgium","Lier, Belgium",€€€,"Country cooking, Creative French",4.57375,51.13007,32499327338,https://guide.michelin.com/en/antwerpen/lier/restaurant/neon,https://www.neonrestaurant.be,1 Star,1,"Terrace,Wheelchair access","Nils Proost brings his vision of sustainable fine dining to life in this refurbished canteen of a former teacher training college. He sources regional veggies and fruit, North Sea fish and occasionally meat (whole carcasses) in a tribute to the region’s forests, land and sea. Zero waste inspires his creativity (the superb Kombucha for example), adding a fascinating twist to his repertory. Vibrant fermentations, powerful flavours, surprising seasonings and understated sweet fruity notes: the tastebuds are constantly thrilled and enthralled at Neon. Creamy mussels with a subtle smoky BBQ aroma, earthy mushrooms, girolles marinated in an explosive fresh tarragon vinegar and a hazelnut sauce weave an amazing patchwork of delicate culinary flavours and textures. The intrepid chef endeavours to showcase the best of each season and micro-season, rolling out five set menus throughout the year that reflect the breadth of his creative skills. His outlook is as contagious, as his team is enthusiastic."
Fani,"51 Grand Rue, Roeser, 3394, Luxembourg","Roeser, Luxembourg",€€€€,Italian,6.1445134,49.5398974,35226650660,https://guide.michelin.com/en/luxembourg/roeser/restaurant/fani,https://ristorantefani.lu/Fani.lu,1 Star,0,"Car park,Restaurant offering vegetarian menus,Terrace","Roberti Fani deploys his talent and skills to concoct finely balanced, creative dishes that enhance and bring out the best of high - quality ingredients. Do not be misled, the apparent simplicity of each dish is the result of an admirable command of culinary techniques. A combination of elegant and designer details sets the scene in the low - key interior."
Hoeve De Bies,"Bies 4, St-Martens-Voeren, 3790, Belgium","St-Martens-Voeren, Belgium",€€€€,Modern French,5.8148917,50.7466044,3243812340,https://guide.michelin.com/en/be-limburg/st-martens-voeren/restaurant/hoeve-de-bies,https://www.hoevedebies.be/,1 Star,0,"Car park,Great view,Interesting wine list,Terrace","The peaceful countryside of Fouron stretches out around the 19C farmhouse whose terrace commands a breathtaking view. Exposed rafters do add character, but don’t expect anything more than that in terms of rusticity, because the interior in fact sports designer materials, an open wine cellar and lounge music. Upstairs, two one-room flats offer the chance to relax in style after your meal, but, before that, let’s do justice to the high-flying talent of Maurice Huynen and Peterhans van Harinxma.Their cuisine is both heartwarming and polished, regional and international. Examples include local trout from Commanderie 7 baked whole and flanked by a punchy marinade and a stock made from fish bones, all of which is smoked for 24 hours to produce an explosion of savours for the tastebuds. Chef Maurice shows infinite respect for the ingredient as he carefully crafts powerful sauces, while Peterhans, in charge of the front-of-house and a sommelier, adds a hint of classicism, courtesy of his cellar of white Burgundies, without forgetting the odd regional and international tipple."
Libertine,"Oudenaardsesteenweg 32, Erpe, 9420, Belgium","Erpe, Belgium",€€€€,"French, Seasonal Cuisine",3.9900792,50.9408064,3253410268,https://guide.michelin.com/en/oost-vlaanderen/erpe/restaurant/libertine,https://www.restaurantlibertine.be/,1 Star,0,Terrace,"The Art nouveau lobby, claret-coloured marble and stained-glass windows of Libertine invariably enchant visitors as they cross the threshold. This impression is further confirmed in the dining room, a genuine architectural gem. French textbook cuisine has no secrets for veteran chef Dominique Tondeurs, illustrated by a medium-rare loin of veal flanked by a velvety purée of sand carrots and girolle mushrooms sprinkled with pinenuts. Other examples of his high-flying repertory include masterfully braised veal cheeks served with caramelised onions, radicchio and cooking juices mixed with a gutsy concentrate of carrots. Familiar flavours mingled with exotic influences add scope and depth to his culinary palette, embodied by tiger prawns to which he adds a gutsy dash of kimchi juice. Chef Tondeurs is not one for half measures, to the delight of discerning diners."
